symbol,subject,file,details,datetime
HDFCBANK,Updates,https://nsearchives.nseindia.com/corporate/HDFCBANK_11022026223900_RBIapproval_MajorshareholderICICI.pdf,"HDFC Bank Limited has informed the Exchange regarding Intimation under Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015",2026-02-11 22:43:01+05:30
APOLLOHOSP,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/APOLLOHOSP_12022026094433_SE_audio_recording.pdf,Apollo Hospitals Enterprise Limited has informed the Exchange about Link of Recording,2026-02-12 09:44:42+05:30
M&M,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/ferozebaria_12022026101344_SEIntimationenclosingNewspaperPublication12thFebruary2026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Copy of Newspaper Publication,2026-02-12 10:14:08+05:30
HINDUNILVR,Investor Presentation,https://nsearchives.nseindia.com/corporate/HINDUNILVR_12022026102600_SEIntimationInvestorPresentation12022026SIGNED.pdf,Hindustan Unilever Limited has informed the Exchange about Investor Presentation,2026-02-12 10:27:08+05:30
HINDUNILVR,Diversification/Disinvestment,https://nsearchives.nseindia.com/corporate/HINDUNILVR_12022026101937_SEIntimationMA12022026signed.pdf,Divestment of Stake in Nutritionalab,2026-02-12 10:20:40+05:30
HINDUNILVR,Acquisition,https://nsearchives.nseindia.com/corporate/HINDUNILVR_12022026100904_SEIntimationMA12022026signed.pdf,Hindustan Unilever Limited has informed the Exchange about Acquisition,2026-02-12 10:18:25+05:30
HINDUNILVR,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/HINDUNILVR_12022026101802_SEIntimationOutcome12022026signed.pdf,"Hindustan Unilever Limited has informed the Exchange regarding  Board meeting held on February 12, 2026.",2026-02-12 10:18:14+05:30
HINDUNILVR,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/HINDUNILVR_12022026103618_SEIntimationOutcome12022026signed.pdf,"Results for the quarter and nine months ended 31st December, 2025 is enclosed",2026-02-12 10:39:59+05:30
ITC,Shareholders meeting,https://nsearchives.nseindia.com/corporate/ITC_12022026105640_SE.pdf,ITC Limited has informed the Exchange regarding Notice of Postal Ballot,2026-02-12 10:56:56+05:30
BAJFINANCE,Issue of Securities,https://nsearchives.nseindia.com/corporate/BAJFINANCE_12022026123224_Reg30_Intimation_of_allotment_of_NCD_290-9.pdf,Bajaj Finance Limited has informed the Exchange about issue of Securities,2026-02-12 12:33:03+05:30
ETERNAL,General Updates,https://nsearchives.nseindia.com/corporate/ZOMATO_12022026131813_Eternalnewspaperadvertisementsigned.pdf,Eternal Limited has filed with the exchange extract of newspaper publications.,2026-02-12 13:20:51+05:30
M&M,Product launch,https://nsearchives.nseindia.com/corporate/ferozebaria_12022026134802_SEIntimationLaunchofUdo12022026.pdf,"Mahindra & Mahindra Limited has informed the Exchange about Product launch by Mahindra Last Mile Mobility Limited, a subsidiary of the Company.",2026-02-12 13:48:16+05:30
INFY,Updates,https://nsearchives.nseindia.com/corporate/Infosys_12022026153113_PR_12022026.pdf,Infosys Limited has informed the Exchange regarding 'Infosys Collaborates with ExxonMobil to Advance Immersion Cooling for Sustainable AI Infrastructure'.,2026-02-12 15:31:28+05:30
DRREDDY,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/DRREDDY_12022026154735_SEIntimation_Investormeet_12022026_signed.pdf,Dr. Reddy's Laboratories Limited has informed the Exchange about Schedule of meet,2026-02-12 15:47:57+05:30
HDFCBANK,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/HDFCBANK_12022026160029_SE_Intimation-_Newspaper_Postal_Ballot.pdf,HDFC Bank Limited has informed the Exchange about Newspaper publication confirming the dispatch of Postal Ballot Notice,2026-02-12 16:06:19+05:30
TCS,Updates,https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12022026160730_PR_12Feb26_signed.pdf,"Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS hosts AI Hackathon for 10,000 non-engineering students to boost India's AI fluency'.",2026-02-12 16:20:36+05:30
HINDALCO,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026165950_BM_Outcome_12022026_merged_signed.pdf,"Hindalco Industries Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",2026-02-12 17:06:59+05:30
HINDALCO,Press Release,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026170959_Media_release_results_final_signed.pdf,"Hindalco Industries Limited has informed the Exchange regarding a press release dated February 12, 2026, titled ""Hindalco Reports Q3 FY26 Results"".",2026-02-12 17:10:08+05:30
HINDALCO,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026170812_BM_Outcome_12022026_merged_signed.pdf,"Hindalco Industries Limited has informed the Exchange regarding  Board meeting held on February 12, 2026.",2026-02-12 17:08:28+05:30
HINDALCO,General Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026171538_Intention_to_appoint_Stat_auditor_signed.pdf,Hindalco Industries Limited has informed the Exchange about General Updates,2026-02-12 17:15:52+05:30
HINDALCO,Investor Presentation,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026171159_investor_presentation_intimation_final_signed.pdf,Hindalco Industries Limited has informed the Exchange about Investor Presentation,2026-02-12 17:12:17+05:30
SBIN,General Updates,https://nsearchives.nseindia.com/corporate/SBIN_12022026181747_BSE_NSE_GP_12022026.pdf,State Bank of India has informed the Exchange about Gazette Publication for notice of General Meeting,2026-02-12 18:19:28+05:30
COALINDIA,Record Date,https://nsearchives.nseindia.com/corporate/COALINDIA_12022026185439_Dividend.pdf,Coal India Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Feb-2026.,2026-02-12 18:54:55+05:30
COALINDIA,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/COALINDIA_12022026185237_results.pdf,Un-Audited Financial Results of Coal India Limited (Standalone & Consolidated) for the 3rd Quarter and Nine Months ended 31st December  2025 and declaration of 3rd Interim Dividend for FY 2025-26,2026-02-12 18:53:58+05:30
COALINDIA,Dividend,https://nsearchives.nseindia.com/corporate/COALINDIA_12022026185551_Dividend.pdf,"Coal India Limited has informed the Exchange that Board of Directors at its meeting held on February 12, 2026, declared 3rd Interim Dividend of Rs. 5.50 per equity share.",2026-02-12 18:56:51+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_12022026190314_Presentation.pdf,Presentation made by Company on the Un-Audited Financial Results of Coal India Limited (Standalone & Consolidated) for the 3rd Quarter and Nine Months ended 31st December  2025,2026-02-12 19:03:40+05:30
COALINDIA,General Updates,https://nsearchives.nseindia.com/corporate/COALINDIA_12022026191643_3rd_ID.pdf,Shareholder s Communication on Tax on 3rd Interim Dividend for FY 2025-26,2026-02-12 19:17:03+05:30
M&M,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NishaMandhana_12022026192105_Concluded12022026.pdf,Mahindra & Mahindra Limited has informed the Exchange about Outcome of Analyst/Investor Meet,2026-02-12 19:21:30+05:30
DRREDDY,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/DRREDDY_12022026193827_Stock_Exchange_Intimation_newspaper_advertisement_1202026.pdf,Dr. Reddy's Laboratories Limited has informed the Exchange about Copy of Newspaper Publication,2026-02-12 19:38:34+05:30
NESTLEIND,General Updates,https://nsearchives.nseindia.com/corporate/NESTLEIND1_12022026194715_NewspaperadvertisementforPostalBallotsigned.pdf,Nestle India Limited has informed the Exchange about Newspaper advertisement regarding dispatch of Notice of Postal Ballot electronically,2026-02-12 19:49:01+05:30
INFY,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/Infosys_12022026201255_SEintimation_Newspaperad_12022026.pdf,Infosys Limited has informed the Exchange about Copy of Newspaper Publication,2026-02-12 20:13:04+05:30
ONGC,Dividend,https://nsearchives.nseindia.com/corporate/ONGC_12022026211909_FINALOUTCOME120226SD.pdf,"Oil & Natural Gas Corporation Limited has informed the Exchange that Board of Directors at its meeting held on February 12, 2026, declared Interim Dividend of Rs. 6.25 per equity share.",2026-02-12 21:27:07+05:30
ONGC,Outcome of Board Meeting,https://nsearchives.nseindia.com/corporate/ONGC_12022026211832_FINALOUTCOME120226SD.pdf,"Oil & Natural Gas Corporation Limited has submitted to the Exchange, the financial results for the period ended December 31, 2025.",2026-02-12 21:27:07+05:30
ONGC,Press Release,https://nsearchives.nseindia.com/corporate/ONGC_12022026215401_PressRelease12022026.pdf,"Oil & Natural Gas Corporation Limited has informed the Exchange regarding a press release dated February 12, 2026, titled ""All-round Q3 surge: ONGC boosts both consolidated and standalone earnings; 2nd interim dividend of &#8377; 6.25 i.e. 125% announced; and ONGC declares highest ever cumulative interim dividend of &#8377; 15,411 crore."".",2026-02-12 21:54:17+05:30
MAXHEALTH,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/MAXHEALTH_12022026222827_SE_Intimation_Earnings_Call_Transcript.pdf,"Max Healthcare Institute Limited has informed the Exchange about Transcript of Earnings Call held on February 6, 2026",2026-02-12 22:29:17+05:30
POWERGRID,Credit Rating,https://nsearchives.nseindia.com/corporate/POWERGRID1_12022026225452_BSENSECrediRating12022026.pdf,Power Grid Corporation of India Limited has informed the Exchange about Credit Rating,2026-02-12 22:55:01+05:30
POWERGRID,Acquisition,https://nsearchives.nseindia.com/corporate/POWERGRID1_12022026225630_BSENSEReg30AcquisitionBDPTL12022026.pdf,Power Grid Corporation of India Limited has informed the Exchange about Acquisition of Bellary Davanagere Power Transmission Limited by POWERGRID under TBCB route.,2026-02-12 22:56:41+05:30
HINDALCO,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HINDALCOIND_12022026230552_Audio_Recording_Intimation_signed.pdf,Hindalco Industries Limited has informed the Exchange about Link of Recording,2026-02-12 23:06:55+05:30
SBIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBIN_12022026231636_BSE_NSE_Outcome_12022026.pdf,State Bank Of India has informed the Exchange about outcome of interaction with institutional investor,2026-02-12 23:18:35+05:30
TATASTEEL,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/NIDHIFADNAVIS_12022026233616_BSENSE_signed.pdf,Tata Steel Limited has informed the Exchange about Transcript,2026-02-12 23:39:23+05:30
SHRIRAMFIN,General Updates,https://nsearchives.nseindia.com/corporate/Mathew_13022026092816_BSENSEIntimationunderReg30.pdf,Shriram Finance Limited has informed the Exchange about General Updates,2026-02-13 09:28:32+05:30
HINDUNILVR,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/HINDUNILVR_13022026093949_12022026AudioVideoRecordingofEarningsCallsigned.pdf,"Audio Video recording of the Earnings Conference Call held on 12th February, 2026",2026-02-13 09:40:15+05:30
ICICIBANK,ESOP/ESOS/ESPS,https://nsearchives.nseindia.com/corporate/ICICIBANK1_13022026114816_Lettertoexchange.pdf,ICICI Bank Limited has informed the Exchange regarding Allotment of 936257  Shares.,2026-02-13 11:49:01+05:30
COALINDIA,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/COALINDIA_13022026120929_paper_publication.pdf,Newspaper publication on  Un-Audited Financial Results of Coal India Limited(Standalone & Consolidated) for the 3rd Quarter and Nine Months ended 31stDecember  2025,2026-02-13 12:10:05+05:30
HCLTECH,Updates,https://nsearchives.nseindia.com/corporate/HCLTECH_13022026132445_Release13Feb2026.pdf,HCL Technologies Limited has informed the Exchange regarding 'Release . gHCLTech and Cisco launch AI.powered Fluid Release . gHCLTech and Cisco launch AI.powered Fluid Contact Center solutionh'.,2026-02-13 13:25:39+05:30
HINDUNILVR,General Updates,https://nsearchives.nseindia.com/corporate/HINDUNILVR_13022026140635_SEIntimationKWIL13022026signed.pdf,Material update in connection with the Scheme of Arrangement - Communication received from Kwality Wall's (India) Limited,2026-02-13 14:07:06+05:30
SHRIRAMFIN,General Updates,https://nsearchives.nseindia.com/corporate/Mathew_13022026141415_Draft_BSENSERBIcommunicationFeb13.pdf,Shriram Finance Limited has informed the Exchange about General Updates,2026-02-13 14:16:13+05:30
HINDUNILVR,Acquisition,https://nsearchives.nseindia.com/corporate/HINDUNILVR_13022026141643_SEIntimationAcquisitionZywiesigned.pdf,Update on acquisition of shares of Zywie Ventures Private Limited,2026-02-13 14:17:36+05:30
INDIGO,Action(s) taken or orders passed,https://nsearchives.nseindia.com/corporate/Indigo1_13022026152229_SE_Tax_Disclosure_13022026.pdf,InterGlobe Aviation Limited has informed the Exchange about Action(s) taken or orders passed,2026-02-13 15:23:22+05:30
SBIN,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/SBIN_13022026154227_BSE_NSE_GMNotice_Newspaper_13022026.pdf,State Bank of India has informed the Exchange about Newspaper Publication regarding Notice of General Meeting,2026-02-13 15:44:37+05:30
SBIN,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/SBIN_13022026154742_BSE_NSE_InvestorTranscript_13022026.pdf,State Bank Of India has informed the Exchange about Transcript,2026-02-13 15:48:32+05:30
ITC,Copy of Newspaper Publication,https://nsearchives.nseindia.com/corporate/ITC_13022026162357_SEIntimation.pdf,ITC Limited has informed the Exchange about Copy of Newspaper Publication,2026-02-13 16:24:31+05:30
GRASIM,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/GRASIM_13022026172025_SEIntimationTranscriptFinalsigned.pdf,Transcript of Conference Call on the Unaudited Financial Results (Standalone & Consolidated) for the quarter and nine months ended 31st December 2025,2026-02-13 17:20:33+05:30
BHARTIARTL,General Updates,https://nsearchives.nseindia.com/corporate/BHARTIARTL_13022026173149_STX_intimation_CallNotice.pdf,Notice for Payment of First and Final Call on partly paid-up equity shares of Bharti Airtel Limited,2026-02-13 17:32:08+05:30
SHRIRAMFIN,"Certificate under SEBI (Depositories and Participants) Regulations, 2018",https://nsearchives.nseindia.com/corporate/Mathew_13022026175048_BSENSE_13022026.pdf,"Shriram Finance Limited has informed the Exchange about Certificate under SEBI (Depositories and Participants) Regulations, 2018",2026-02-13 17:50:59+05:30
SHRIRAMFIN,Credit Rating- New,https://nsearchives.nseindia.com/corporate/Mathew_13022026180028_BSENSEIntimationofCreditRatingCARE1302026.pdf,Shriram Finance Limited has informed the Exchange about new credit  ratings assigned to the Company s Long-Term/Short-Term Bank Facilities and Non-Convertible Debentures by CARE Ratings Limited,2026-02-13 18:00:49+05:30
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,https://nsearchives.nseindia.com/corporate/AXISBANK1_13022026180717_AdavanceIntimationSigned.pdf,Axis Bank Limited has informed the Exchange about Schedule of meet,2026-02-13 18:08:53+05:30
